,sample_№,inference_time,2-wasserstein_distance,mean,var,cov
0,0,0.9390604496002197,140.94047767222784,-9.9069185256958,1.0464040040969849,0.6216912865638733
1,1,0.9130980968475342,140.94983698770832,-9.909934043884277,1.050970196723938,0.6230793595314026
2,2,0.9620621204376221,140.91392802205996,-9.909573554992676,1.0481209754943848,0.6231374144554138
3,3,0.8984673023223877,140.96397953301343,-9.903678894042969,1.0521644353866577,0.6275419592857361
4,4,0.9228537082672119,140.9165296672411,-9.90871810913086,1.0489611625671387,0.6232317090034485
5,5,0.8959259986877441,140.9442497836035,-9.907798767089844,1.0511159896850586,0.6236172318458557
6,6,0.9152181148529053,140.9513987551219,-9.908956527709961,1.0490142107009888,0.6239270567893982
7,7,0.9313685894012451,140.92438289723594,-9.908795356750488,1.047706961631775,0.6217734217643738
8,8,0.9214167594909668,141.00589821099527,-9.911349296569824,1.0525026321411133,0.6267037987709045
9,9,0.9314815998077393,141.0291193685235,-9.90647029876709,1.0468220710754395,0.6222315430641174
